0.000000000000000000e+00,4.315934231111076894e-03,2.524260117496005505e-03,4.999917742129095580e-03
1.000000000000000000e+00,5.804538961549094399e-03,2.598905026261501532e-03,6.359794013304892121e-03
2.000000000000000000e+00,7.092057648205179338e-03,2.268653255586328826e-03,7.446077442489301874e-03
3.000000000000000000e+00,7.751374988680653950e-03,3.390310283165407900e-03,8.460379307766354579e-03
4.000000000000000000e+00,8.904681830844595608e-03,-2.447907129496275499e-04,8.908045857634558709e-03
5.000000000000000000e+00,1.127408012912819134e-02,-2.192181286187199884e-03,1.148523145389384291e-02
6.000000000000000000e+00,1.392947261766082009e-02,7.287095395016498622e-04,1.394852053083491840e-02
7.000000000000000000e+00,1.538029027666118487e-02,-1.140851864280669294e-04,1.538071339126117522e-02
8.000000000000000000e+00,1.457701797612004878e-02,2.168326448191288270e-03,1.473740454293268401e-02
9.000000000000000000e+00,1.412362333299979275e-02,1.269625628316696552e-03,1.418057422280687152e-02
1.000000000000000000e+01,1.283519026213343975e-02,-1.625878340433003491e-03,1.293775828507606231e-02
1.100000000000000000e+01,1.552113866287719093e-02,-3.736870185834669910e-03,1.596464669756399862e-02
1.200000000000000000e+01,1.796020145469105420e-02,-7.159621565848370457e-03,1.933465844692498770e-02
1.300000000000000000e+01,1.836063400613486760e-02,-5.850564742872947990e-03,1.927023582932456403e-02
1.400000000000000000e+01,1.810016735378545266e-02,1.280691864443167472e-03,1.814541897798702119e-02
1.500000000000000000e+01,1.810524483488172923e-02,2.441788563094126740e-03,1.826916040538997463e-02
1.600000000000000000e+01,1.979872159405275667e-02,-1.043237431663331842e-03,1.982618776007214270e-02
1.700000000000000000e+01,1.950244998968479748e-02,1.454022349138154062e-03,1.955657783437454722e-02
1.800000000000000000e+01,2.001011446671589755e-02,-2.658546486240738558e-03,2.018594933092262775e-02
1.900000000000000000e+01,1.909056346789251776e-02,-6.815901589687086565e-03,2.027081961840545080e-02
2.000000000000000000e+01,2.153222741945619301e-02,-4.148572392616084285e-03,2.192823455137138042e-02
2.100000000000000000e+01,2.017877273403960794e-02,4.392073332234593488e-05,2.017882053249980823e-02
2.200000000000000000e+01,2.057559218596179823e-02,-3.371043330506902445e-03,2.084991431491187847e-02
2.300000000000000000e+01,2.186426201094307520e-02,-2.020632304082892183e-03,2.195743400744886234e-02
2.400000000000000000e+01,2.059251407077232823e-02,6.392197586766373840e-03,2.156181406429473479e-02
2.500000000000000000e+01,2.677680250043201413e-02,1.998109517851160907e-03,2.685124938978574946e-02
2.600000000000000000e+01,3.134070779848668886e-02,-2.326144240391779007e-03,3.142691382139251727e-02
2.700000000000000000e+01,3.095344909824591234e-02,-4.445128033125722122e-04,3.095664068838881178e-02
2.800000000000000000e+01,2.486224252788197739e-02,-5.881340670585544217e-03,2.554841035365423146e-02
2.900000000000000000e+01,2.267451362838094134e-02,-1.198604146198800928e-03,2.270617141181925300e-02
3.000000000000000000e+01,2.493376553185359598e-02,6.196248564413524285e-03,2.569214198679135516e-02
3.100000000000000000e+01,2.791981310301155580e-02,7.160485084091543911e-03,2.882340212998100309e-02
3.200000000000000000e+01,2.888655322729017164e-02,4.910505946575517526e-03,2.930095605956265989e-02
3.300000000000000000e+01,2.616756564959234893e-02,-1.878645278499553031e-03,2.623491566802062941e-02
3.400000000000000000e+01,2.792199879790520367e-02,-4.199625900788380752e-03,2.823605628583411922e-02
3.500000000000000000e+01,2.924918909254054997e-02,3.722856041421184706e-03,2.948516100814677771e-02
3.600000000000000000e+01,2.239519066736614730e-02,8.954787568712284374e-03,2.411913732761700527e-02
3.700000000000000000e+01,2.864276776479538281e-02,7.481557981551537756e-03,2.960374731447555988e-02
3.800000000000000000e+01,3.227306726547379129e-02,7.913495306232665519e-03,3.322911793417879234e-02
3.900000000000000000e+01,3.085703271618861834e-02,8.973169523575548825e-03,3.213524917200362430e-02
4.000000000000000000e+01,2.931380833614654138e-02,1.016160945276349536e-02,3.102511347020066659e-02
4.100000000000000000e+01,3.050493127501950619e-02,3.254347365489731678e-03,3.067803137212251827e-02
4.200000000000000000e+01,3.395464979601235667e-02,-3.196494594085982910e-03,3.410477709148475312e-02
4.300000000000000000e+01,3.417185794336181220e-02,-5.336059484347329372e-03,3.458597123288274788e-02
4.400000000000000000e+01,3.999485236436341185e-02,7.293962650234036942e-03,4.065452135728860050e-02
4.500000000000000000e+01,3.643571170320748093e-02,1.014776594284174695e-02,3.782245683386986634e-02
4.600000000000000000e+01,3.872826129559343855e-02,4.342735637025221980e-03,3.897098376732167913e-02
4.700000000000000000e+01,3.861096802387738863e-02,1.182190056290022100e-02,4.038024498018780856e-02
